id,X4,X11,X18,X50,X26,X3112
181953048,0.44746524,16.774147,0.3595104,1.5994036,8.507191,757.521
202699487,0.38716477,16.335218,0.45613596,1.4184686,4.426421,847.38043
201749012,0.6221869,11.781961,9.847419,1.567246,89.70863,2365.9873
199259398,0.50502527,15.2461195,4.3131733,1.2713292,23.086515,3609.5762
202908410,0.5160747,15.157637,0.9026523,1.6875603,13.0098095,1092.5422
201148830,0.4262224,20.466854,0.35894868,1.3180882,4.561738,730.3906
189214270,0.5591118,12.052029,2.2679648,1.6696075,-8.829268,445.7533
202583099,0.45379457,19.921505,0.82502574,1.4840212,15.472692,1500.3763
200143957,0.54284644,12.886031,1.4894053,1.4587523,8.31852,523.7632
191251363,0.524072,17.131454,2.453315,1.5552697,6.081992,1356.4894
202147844,0.40684175,16.024616,0.3615763,1.4973633,1.3298082,1120.6711
142445748,0.47198963,17.301786,0.5107593,1.3831964,3.9887362,817.789
201868304,0.5127018,17.290487,3.471539,1.5215547,68.994835,2130.6113
202590961,0.6133834,11.329451,9.052948,1.7610183,43.77312,2105.2065
199280650,0.58307153,10.478116,3.2191901,2.1482315,11.6210375,961.9324
189096296,0.75403225,4.8402767,7.7158813,2.2839499,5.1772013,730.92584
200506121,0.5888087,6.209525,1.4641497,1.9760228,17.256918,504.0454
201534621,0.62191933,13.540741,2.3402107,1.7717601,11.180397,520.26965
200599461,0.51489556,19.749403,0.87398833,1.3225081,8.389128,427.8673
200188726,0.5056855,12.189134,0.5565309,1.6275103,5.438693,405.7926
189702290,0.5750028,14.961062,3.875168,1.5631604,31.26526,1799.401
202535829,0.46899062,20.125895,0.4192216,1.4691556,16.239042,1523.3964
201515537,0.5022518,18.874428,1.3457358,1.2725096,10.464087,1160.1105
202810569,0.43304223,21.877136,0.5977666,1.3286746,6.1776533,1931.2751
201800771,0.4139517,16.787544,0.45226786,1.4881134,1.0512457,933.6344
199189681,0.4244533,19.892725,0.10010525,1.3803513,-1.1550035,810.3239
202657450,0.49789178,13.9409,5.827105,1.6541266,28.503855,1656.7372
201097968,0.4027922,18.939804,-0.060095582,1.4013005,1.3351316,577.57697
203011549,0.44239384,21.15902,0.41236803,1.3705053,2.6933184,790.3807
202331548,0.58298814,15.305338,7.4264183,1.6749905,69.40374,3030.0483
202384503,0.5984631,15.386308,9.531215,1.3994823,94.967896,3424.1223
188188694,0.46681538,16.298813,0.7743197,1.7672186,8.502103,1532.3848
200256877,0.5174157,14.616347,1.2201647,1.4801899,14.613899,684.40857
202830210,0.42790556,13.877086,1.1280833,1.6160562,10.316798,1817.798
202080338,0.5083431,10.428983,1.468547,1.8714416,5.912427,656.0287
202529456,0.3821832,17.862741,0.6039519,1.4709257,2.3846197,869.1418
202505590,0.3869915,14.848758,0.19841406,1.5326372,4.651267,881.0928
202697188,0.4147105,18.380823,0.5764627,1.2980317,1.8649168,271.14307
198025994,0.45429057,11.752046,-0.09357742,1.6380529,1.8205214,398.70728
196379992,0.4561516,13.480916,1.0681909,1.6859514,7.6856813,1330.79
201952298,0.44757244,16.812782,0.5898754,1.5368321,6.4143248,1037.7048
200945357,0.46778503,17.085144,0.58671445,1.3831156,2.681735,635.3496
202491829,0.4943812,17.992783,2.9167273,1.2900264,22.458735,1617.1937
199287047,0.3900385,14.376379,0.7790956,1.6908342,6.0373964,1513.0691
167394051,0.6080939,12.238944,10.63633,1.825388,125.50425,3080.6167
186514610,0.56662935,12.922479,0.92460173,1.5349045,4.2798796,394.55872
200741494,0.39938346,18.918,-0.044287715,1.3530645,-3.3568316,527.77234
200792873,0.6965882,9.781089,6.7219954,1.9480895,12.629564,1176.2316
202792431,0.44672075,15.029647,0.6503225,1.5151489,6.8111925,768.11035
199585632,0.44024053,17.095419,0.2122173,1.5675699,1.8685484,520.21594
200765845,0.76007515,4.2494164,13.201841,2.3770325,14.610155,1233.4879
201213605,0.6441314,10.191527,10.571435,1.8764194,33.166443,1755.8346
200766470,0.49514678,14.602627,1.3870513,1.613787,8.516617,748.72394
196919603,0.7354683,4.27487,4.303725,2.0728946,5.316224,98.55907
194688541,0.35298845,18.780807,0.22906181,1.1822927,-2.0488634,703.36444
202480352,0.555991,15.192933,9.199921,1.6219935,75.82408,5624.986
200121413,0.6372955,8.954508,2.8754551,2.0548236,7.307169,261.7964
198154272,0.43557444,20.356815,2.2333486,1.2556499,9.903169,1718.1978
200124545,0.41409293,20.912075,0.72014326,1.2433435,4.9184465,1911.5603
202472865,0.54996294,16.287401,9.147906,1.4788274,110.115135,6473.313
199909715,0.48464358,18.424116,5.371502,1.4649892,42.15303,4462.7305
202908924,0.44031063,15.506608,0.82998186,1.3677024,0.97250843,479.11438
203027829,0.5777151,16.04388,6.734841,1.3947546,46.930397,1728.9603
9944302,0.50707537,12.16988,3.0700963,1.5465238,38.164097,1533.8087
198074493,0.42091987,19.711386,-0.36433724,1.355953,0.9414282,344.14
187589649,0.571288,10.047454,5.4677486,1.7061346,50.199425,1782.2976
201650020,0.58681697,14.337928,6.150156,1.7226692,59.69057,2758.56
202810697,0.5711566,15.507114,1.9609973,1.6637901,27.469755,1217.4596
203016611,0.4661156,20.124613,0.30260345,1.3384231,15.045119,1090.3633
197536784,0.560404,12.381703,7.0997586,1.5219872,48.132668,2844.5667
200655125,0.43111187,22.615305,0.0032598625,1.2477418,3.0022554,783.993
202925473,0.50029683,17.736872,4.951061,1.4011822,51.53454,4197.3765
202463273,0.42008632,19.572956,0.31041643,1.3999699,3.4671717,993.73883
198408463,0.4087709,19.09153,0.43067476,1.4121041,2.0385332,736.2655
201306310,0.44725922,16.8098,0.30391404,1.4292432,2.7902212,898.4756
93551193,0.6227654,12.649984,5.9824896,1.8997018,67.079605,2780.2397
197954614,0.35002327,11.1734495,-0.6613248,1.5663882,2.190608,969.2218
202157874,0.68255526,7.2503557,3.9239862,2.0064466,9.128807,314.64404
202389786,0.58683014,14.767316,9.375965,1.4799564,101.077576,3575.5146
201240243,0.62573856,11.978894,6.4291296,1.4890635,35.418125,1014.38617
198213030,0.43370223,13.082236,0.3600385,1.8104688,4.9205427,1001.1362
196831379,0.5983714,14.684413,9.650221,1.4999477,99.671776,3678.5693
128895435,0.5588283,18.762314,4.1309566,1.2792562,27.538141,2114.75
201905624,0.44141918,18.730965,0.44220492,1.4254879,4.2449884,713.4118
18700097,0.5439232,10.804643,1.443362,1.784433,11.229862,596.6356
32455499,0.41148153,16.933678,0.6067402,1.098835,2.3116903,571.5762
202499675,0.42041844,11.941852,0.5587067,1.7566537,8.97272,639.9812
196415508,0.6651607,7.518815,1.8655902,1.9376194,17.71423,261.74207
201349006,0.52309066,15.803115,2.3233802,1.6005089,24.560915,2124.7844
199910079,0.4118364,17.704168,0.83499783,1.4889113,4.548663,1230.3835
202147588,0.56280583,14.229724,3.4019346,1.7602894,35.48542,1203.0333
68117188,0.47606313,21.951595,0.40347883,1.17114,4.6917086,1108.6995
202125330,0.58853203,11.244055,6.996165,1.7619869,67.018234,2302.4722
202708657,0.42707664,18.932713,0.3586757,1.4648664,-4.8502703,886.6176
200927923,0.47332594,17.078623,0.6200177,1.6236463,9.658519,963.01685
202041930,0.39839202,18.140612,0.55900306,1.3798873,4.963681,848.30084
202611695,0.47464254,12.400101,0.9463493,1.7851883,-4.9175787,427.48804
189108277,0.57545346,9.71943,1.2476815,1.7150303,11.207378,111.25096
202448823,0.4034582,20.208595,0.422502,1.3692734,4.7255354,565.85535
161326467,0.48246378,19.321245,2.9590945,1.2839093,14.629548,1816.47
196821899,0.4437327,13.327243,-0.24021867,1.5151628,-2.3538198,72.74107
201795944,0.50644165,18.729124,2.5712855,1.2090741,14.9237585,2004.4196
202707460,0.40758228,21.109388,0.060339894,1.2812185,3.5381231,1513.5592
202000327,0.45412225,15.912529,0.23172542,1.1398879,-1.0369692,467.81458
198235064,0.44742766,15.694595,1.7362156,1.359557,2.734208,1175.2513
195010705,0.42151618,21.582216,0.4723117,1.268517,2.6439314,735.5993
199242334,0.6430539,10.031211,2.4046912,1.8459111,7.5754366,681.398
202392248,0.6493417,9.827325,8.6294,1.996307,51.914993,1841.1285
200609548,0.48887065,18.801743,0.47052476,1.3215954,5.041169,997.90674
200999251,0.6024731,11.554898,8.7875805,1.6057855,65.88962,2491.3062
201547262,0.55288076,12.829829,3.151179,1.9153713,33.586746,1706.0485
200337429,0.49946952,19.971031,2.5265286,1.2353973,15.532157,1484.5562
202153322,0.58767456,12.126219,9.447577,1.6211832,97.46268,3209.7554
158644380,0.6101844,14.027232,7.91644,1.588577,99.30598,2556.203
198678717,0.5697348,13.076797,4.797593,1.7203637,85.37607,3039.318
202994151,0.45956305,18.56314,0.7657822,1.5053787,10.325689,1422.9028
201177626,0.7013902,7.6514378,15.600214,2.003673,63.558548,2361.6604
199919608,0.4712939,11.872188,0.88421553,1.7068361,1.1970205,536.62085
202637862,0.536603,8.898238,2.608658,1.8391082,11.017236,793.5683
189838129,0.4444969,18.496317,-0.12236122,1.444221,1.7314196,594.7391
202407094,0.46430674,16.411665,0.95958966,1.4462945,1.3400335,678.55536
148142062,0.70086724,5.968814,8.900854,2.2982092,8.551206,1211.305
200511008,0.6116106,12.423211,10.047693,1.539013,94.62316,2793.3396
200789449,0.58441204,9.587005,1.6527807,1.9901907,3.5011187,289.54297
198672800,0.43376428,24.354576,1.2123305,1.1769973,5.8333883,2395.15
199993249,0.4149726,21.758257,0.47667524,1.1409101,2.825879,1217.6736
202761373,0.44886807,18.764896,0.7607183,1.2498553,2.271449,908.385
75406176,0.54308265,15.63578,14.033989,1.513457,149.70198,7704.633
199123100,0.5204893,6.466197,2.6846955,1.977332,28.004444,1494.9926
201362475,0.56206965,15.93079,8.007248,1.5046934,110.54649,4242.156
202595109,0.54177696,17.411058,5.0381627,1.5500953,46.069447,2639.9172
38743016,0.4866985,17.24567,0.58270735,1.4204193,0.33166027,1174.3196
201038084,0.51630706,15.791258,0.92968804,1.454187,14.226054,1147.027
196474830,0.48316967,14.503794,0.48239323,1.5932465,3.2329054,594.3234
202883166,0.47076368,19.888948,0.84255344,1.2418007,8.524825,1022.2711
99319806,0.6595274,9.018731,6.6589293,2.0588956,18.811731,968.91064
196401802,0.61749154,9.325307,4.769656,2.0330188,16.422176,675.35364
198655343,0.41394854,17.305267,0.64543766,1.1853584,1.4502459,449.75537
202359741,0.6502003,11.383466,4.9007115,1.5294559,11.831983,447.90088
202788811,0.4610124,24.07288,0.732372,1.1873654,7.973301,2466.3987
201378717,0.5190579,17.961498,1.0446494,1.536061,11.055997,1500.3445
199998441,0.4327308,19.284286,0.466691,1.4225152,5.2724504,873.2917
150129729,0.4591421,18.401442,0.3822343,1.3620071,0.05482197,691.6806
197393869,0.56908053,12.8365345,6.433399,1.7408373,116.19397,4106.905
198323375,0.43807498,20.73542,0.28000376,1.3289428,3.5639105,894.17694
199377339,0.5992837,13.842243,9.422273,1.6208922,110.987686,5228.3203
198219416,0.39894447,19.239065,-0.17511323,1.4899224,2.2055674,682.50665
196416208,0.4939536,17.040339,3.164572,1.4318787,10.196046,1937.8164
201428524,0.49951982,16.684683,1.5847696,1.4153513,2.6513472,613.6303
202159169,0.45502108,23.754604,0.33838865,1.1785018,4.7535353,1258.0104
192862371,0.60101205,13.124559,10.147586,1.6029626,100.48498,4540.422
202384500,0.4976167,22.024754,1.9834871,1.1698029,11.210717,2503.3535
201557374,0.6141131,8.4143715,2.3356495,1.945901,3.7100763,124.96947
201733358,0.3771858,19.817537,0.5113377,1.2886031,6.550994,1206.5769
201394328,0.5935378,15.291107,5.1515274,1.645918,61.834114,3724.814
37190585,0.60638326,13.781134,9.738933,1.593712,127.289406,3986.32
202851820,0.56608415,14.482723,6.1129518,1.569953,26.585873,2293.3784
202262011,0.40313455,14.98642,0.08574244,1.6409518,1.9643393,893.5689
184900861,0.44029424,15.6883745,0.0124478,1.7460421,-0.4110899,587.8072
152071353,0.5729316,12.848423,8.2542515,1.6941947,63.142605,3753.8064
202149874,0.56307673,12.653227,1.2515007,1.7009063,-1.2760954,266.4845
162643247,0.66313577,11.201791,8.893405,1.9217374,102.97184,2447.2603
195311679,0.5624057,10.885572,2.5104594,1.8377539,26.011484,1380.1396
201449207,0.43793482,15.83657,-0.025352037,1.6785568,2.7798643,560.89197
198853430,0.4559373,19.579805,0.41914508,1.4075643,2.5365038,833.06323
202841760,0.43961236,16.546062,0.60738367,1.5686021,2.3585577,770.5012
200950823,0.6840997,5.9901953,8.405425,1.8856523,26.842236,1166.9379
202655517,0.37541276,19.597044,0.43567178,1.1372855,-2.3022375,966.2786
202745877,0.5478904,13.115417,0.6423854,1.5798515,2.0488462,136.32994
202573196,0.59525514,8.490588,4.6832027,1.7647871,24.070389,755.5614
202644438,0.49782875,17.180021,2.6704874,1.3920118,15.589959,1787.6569
202176971,0.4618005,19.204975,0.8389601,1.3247329,-0.70724773,1655.8228
202268440,0.44673005,17.209965,0.2712259,1.5031788,3.517846,503.36816
162585189,0.63897836,13.375434,7.6731486,1.7666086,106.72283,2747.1733
202610799,0.487087,20.01484,1.9009427,1.5025231,26.9104,3394.655
202305138,0.5006326,16.286457,4.9240384,1.567916,46.695625,3071.0608
184090654,0.4633626,18.767282,0.18901584,1.4318802,0.13859272,563.46063
174742525,0.5922628,13.595902,6.1649585,1.5983139,84.3248,3466.3508
202249136,0.5795014,12.155597,1.0795635,1.6545243,2.70568,280.5725
175715061,0.46355587,16.624977,1.2322531,1.593895,5.9177294,891.8251
193711743,0.41754672,19.407648,0.23031017,1.3522964,1.6045446,610.9754
189819627,0.6991313,9.136086,5.5628147,1.7585971,33.90858,910.1299
201503242,0.41319668,15.363213,0.52818435,1.4378709,1.5529318,579.7092
194806269,0.42593095,16.718138,-0.09712557,1.6150364,1.2535257,1060.998
200341508,0.51553404,17.243393,3.2104433,1.5137349,40.1835,1749.5619
201230874,0.5804355,9.907321,3.6153646,1.9921108,26.947584,1075.5558
197521702,0.45444122,15.469397,3.5976367,1.5254035,47.472122,2231.2297
202744722,0.40175292,15.961677,0.91543406,1.5406476,2.6862974,1580.2344
139685329,0.5958999,12.890504,7.2122293,1.5378039,68.08811,4601.6787
201935772,0.43490395,17.022882,0.46357343,1.6089251,5.807662,1079.3253
202300935,0.52603793,17.527784,2.141315,1.6191429,24.400015,2281.5293
171011128,0.4401224,16.548933,0.3657293,1.7040194,8.643857,1055.3168
151024091,0.49728182,18.189741,0.83622605,1.3406476,5.859004,991.85486
202857619,0.46663842,19.323923,0.46308395,1.3601637,1.6177912,333.79675
198404575,0.48975778,16.541225,0.8594411,1.2827754,9.332623,597.5761
202129576,0.4060883,19.372517,0.055719342,1.4397042,3.258296,673.43884
200500598,0.46759793,17.012426,0.41957495,1.4931948,2.834363,726.5598
200251305,0.63618547,5.987611,1.8943834,1.9736269,6.31894,-118.74916
202634499,0.604157,12.417599,9.022129,1.5618595,79.097885,2968.0664
118020762,0.6103934,13.3922205,6.395399,1.8747507,146.89131,2896.416
199867366,0.4211985,18.6201,-0.022952115,1.4729515,3.5219736,439.05908
197099075,0.47413105,19.590353,2.0847096,1.2515107,25.049803,1858.337
197333732,0.40223634,20.149874,0.04471728,1.3431672,1.826438,843.6191
200159572,0.42775953,14.70057,0.682892,1.608683,3.3517866,536.86646
200163788,0.509209,18.288652,6.1340036,1.249109,33.33988,3447.2004
201427633,0.3587122,19.05374,0.05163404,1.1663746,-0.24403095,382.4657
200841583,0.41361323,18.110893,0.2812526,1.5516392,4.303399,1452.2375
196979994,0.40194586,20.280811,0.34121415,1.2749143,0.35838795,845.20715
201896230,0.4321683,20.985117,-0.14986303,1.3119692,1.7669115,679.02954
199463935,0.49112797,15.406134,7.994595,1.510183,34.61509,3932.3499
201955353,0.5416084,14.599366,1.8584204,1.5627578,10.401313,1117.0183
202773157,0.663965,8.222022,10.196776,2.2055357,61.497063,1674.3187
201664562,0.4438589,17.067692,0.32904217,1.0788867,-4.211318,173.35435
202835107,0.4598245,15.874611,1.1754737,1.4829279,0.93368626,443.07275
158018167,0.5223743,14.588234,1.3526001,1.6960161,17.895733,1133.12
199649244,0.68205583,6.0233355,4.599018,2.2970302,17.940563,272.6433
203001452,0.44387227,22.313412,0.14029023,1.3159505,5.368497,1274.5248
201172694,0.4324615,16.606432,-0.010108505,1.6482465,4.498372,642.10034
203021121,0.46819386,23.070934,0.19608495,1.2158383,7.093484,1622.7021
201682181,0.36031863,19.877506,0.5189263,1.321938,3.2706556,1079.8273
184754681,0.48847884,16.819164,7.68823,1.4618988,85.16444,5868.896
202028737,0.5527251,12.378377,2.0384634,1.4469603,15.128201,535.7981
145595476,0.57241446,14.535183,10.0574875,1.5394349,140.38412,4880.908
198111149,0.5336168,15.044886,13.221763,1.5007782,141.72401,5984.7466
201559547,0.50877404,10.592699,2.0478196,1.5622634,28.1202,1221.8256
202020898,0.42256638,18.897234,0.6206147,1.3622922,5.8911676,1076.7012
198353884,0.5969969,14.498048,8.731755,1.4666532,107.00711,3501.6196
182737255,0.53385055,14.829491,11.304736,1.4428914,140.46425,6087.831
201033424,0.40803763,20.421406,-0.026596582,1.3137741,0.5309992,662.4243
140873144,0.6564401,11.692785,6.9589863,1.8089411,107.614136,1612.1555
196365285,0.40843916,17.955917,0.45071813,1.4751027,3.866397,625.31995
202515797,0.48237228,17.083368,0.36608836,1.346555,-1.5101137,905.24585
199437864,0.43505064,18.810202,0.20563361,1.4150615,3.8427668,728.228
202897557,0.56143606,13.004166,9.652445,1.8447723,42.204163,2389.625
198878950,0.48286307,9.317261,-0.071882285,1.7280092,-3.280921,151.35619
201504655,0.579202,14.196274,4.339783,1.7827291,41.705017,1593.1229
203037575,0.46993485,20.525324,2.956898,1.2558091,25.346073,3116.4216
202670576,0.48835576,19.486057,1.1351207,1.3111014,0.26207066,1621.3932
202061870,0.5703371,14.609497,7.86381,1.4513171,52.24264,2925.9282
198570448,0.42860118,16.69366,0.50532883,1.5917606,3.7206125,1269.0616
196831416,0.41456294,17.508163,0.43653914,1.4418819,0.8383417,832.164
200415065,0.51489174,16.25459,0.93422145,1.481871,8.010668,762.76434
180077522,0.5234227,16.8496,2.9865959,1.5552185,22.883612,1199.3455
201713408,0.4561912,17.004337,0.4708173,1.305284,2.2591925,498.7533
195378345,0.4243331,17.822123,0.07354041,1.5023979,2.8505697,820.55475
196899522,0.5348786,14.047037,4.1876454,1.3648723,31.329102,1452.9027
139206612,0.6303989,12.768624,2.7358975,1.9628239,62.815945,1677.2709
201929340,0.5095267,11.086641,1.9120117,2.1034935,17.354898,863.0795
155719117,0.4411596,18.845947,0.5196478,1.1753821,3.6481237,1031.0385
198481668,0.5414231,16.923197,8.129262,1.2807487,52.019115,3689.54
197708805,0.4157001,20.432266,0.5553877,1.2661936,2.3820562,969.7424
202438709,0.41661453,16.356579,0.3937895,1.5979419,4.8664865,858.212
202500400,0.5006364,16.455097,7.364862,1.4436122,55.00155,5402.1636
200272043,0.6040718,12.246325,8.488552,1.629979,79.76348,2681.4282
201118351,0.36485296,19.562855,0.26997826,1.1861286,1.751483,333.17188
198663899,0.51633495,16.213665,3.8535702,1.5985713,32.101124,2011.4243
195913142,0.49127355,20.397018,4.408661,1.224533,41.653965,3531.0479
202114228,0.48407647,16.440943,0.41846964,1.6921573,3.246026,968.01715
202667101,0.5582525,13.221274,3.6734242,1.61075,24.382874,1496.3435
67027630,0.59381807,11.71897,7.798051,1.5024496,64.48529,3122.8674
198436490,0.39203835,17.384996,0.36000273,1.2983398,0.684535,308.5033
202583176,0.54276437,16.790709,3.6745718,1.5748228,25.100605,1205.2317
201794966,0.4382032,24.068844,0.505248,1.135638,4.74224,983.30585
201399098,0.44676152,22.506283,0.46698782,1.1099186,0.47888088,1038.0153
193700705,0.5026053,17.793968,0.66418225,1.2625961,7.073741,741.3941
200843372,0.3879289,19.944012,0.23611113,1.2274138,1.4218855,671.3751
176473687,0.40482146,16.549446,0.1573796,1.534535,5.151738,564.85254
195591014,0.43356407,19.465216,-0.44060352,1.3776789,-0.81013775,322.5127
201832043,0.49693814,16.110735,0.64461964,1.5980065,6.749693,790.81305
201761498,0.64894867,9.950997,6.2885633,2.0889425,78.657684,1955.8096
198734250,0.43329316,18.551516,-0.18979982,1.437527,-0.5156679,399.0791
202362707,0.4465524,16.6175,0.24952433,1.3562596,0.43532085,339.36707
202461607,0.44555894,18.303772,0.5913231,1.5167416,5.4163446,735.08295
199191207,0.5350195,16.41343,3.3735166,1.3974973,31.951838,4473.2544
201002759,0.4942821,18.270937,0.87600094,1.5639558,10.710302,1657.1896
201984810,0.4743387,12.997641,0.41988322,1.6719491,4.254121,446.49585
197092389,0.5901244,13.238369,11.77309,1.680261,126.74437,4393.81
202949197,0.4577648,15.810637,0.6047992,1.6459287,0.6812525,465.45496
202140784,0.42204145,17.897787,0.08125325,1.5412303,7.492221,1211.6453
195561062,0.47933668,16.522436,1.0456167,1.4465363,10.470152,1332.9381
198090920,0.42613342,20.790548,-0.18079165,1.2851435,0.51871014,1086.0322
196725424,0.5377059,15.645629,1.9874274,1.6706028,29.836039,1040.7812
201501317,0.6544489,11.0085125,6.7516108,1.902034,90.76882,1725.1361
197613021,0.74688464,4.41986,10.779787,2.157013,53.13455,1368.3741
200897283,0.5606949,15.181479,5.7169557,1.5091648,56.108154,2241.417
202716649,0.44265908,21.574543,0.029110635,1.2216659,-3.6552267,783.8715
202377731,0.50830007,14.979833,0.61246175,1.602993,5.454587,748.4959
197599707,0.51434624,15.123873,1.7844911,1.5622448,26.69514,1581.0403
201604435,0.4369308,22.859161,0.7460281,1.235309,2.949113,1223.8289
202776824,0.657714,6.961585,3.5106976,2.0000172,9.497222,539.4784
